FID,COUNT,SCIENTIFIC,COMMON_NAM
1291,5,Botaurus poiciloptilus,Australasian Bittern
1291,5,Leipoa ocellata,Malleefowl
1291,5,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
1291,5,Lathamus discolor,Swift Parrot
1291,5,Litoria raniformis,Growling Grass Frog
1292,5,Botaurus poiciloptilus,Australasian Bittern
1292,5,Leipoa ocellata,Malleefowl
1292,5,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
1292,5,Litoria raniformis,Growling Grass Frog
1292,5,Miniopterus orianae bassanii,Southern Bent-wing Bat
1293,5,Botaurus poiciloptilus,Australasian Bittern
1293,5,Zanda latirostris,Carnaby's Black Cockatoo
1293,5,Leipoa ocellata,Malleefowl
1293,5,Dasyurus geoffroii,Chuditch
1293,5,Pseudocheirus occidentalis,Western Ringtail Possum
1294,5,Botaurus poiciloptilus,Australasian Bittern
1294,5,Zanda latirostris,Carnaby's Black Cockatoo
1294,5,Leipoa ocellata,Malleefowl
1294,5,Dasyurus geoffroii,Chuditch
1294,5,Setonix brachyurus,Quokka
1295,5,Botaurus poiciloptilus,Australasian Bittern
1295,5,Zanda latirostris,Carnaby's Black Cockatoo
1295,5,Leipoa ocellata,Malleefowl
1295,5,Neophoca cinerea,Australian Sea-lion
1295,5,Dasyurus geoffroii,Chuditch
1296,5,Botaurus poiciloptilus,Australasian Bittern
1296,5,Zanda latirostris,Carnaby's Black Cockatoo
1296,5,Leipoa ocellata,Malleefowl
1296,5,Neophoca cinerea,Australian Sea-lion
1296,5,Setonix brachyurus,Quokka
1297,5,Botaurus poiciloptilus,Australasian Bittern
1297,5,Zanda latirostris,Carnaby's Black Cockatoo
1297,5,Neophoca cinerea,Australian Sea-lion
1297,5,Dasyurus geoffroii,Chuditch
1297,5,Chelonia mydas,Green Turtle
1298,12,Botaurus poiciloptilus,Australasian Bittern
1298,12,Numenius madagascariensis,Eastern Curlew
1298,12,Erythrotriorchis radiatus,Red Goshawk
1298,12,Anthochaera phrygia,Regent Honeyeater
1298,12,Lathamus discolor,Swift Parrot
1298,12,Gossia gonoclada,Angle-stemmed Myrtle
1298,12,Rhodomyrtus psidioides,Native Guava
1298,12,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1298,12,Hippocampus whitei,White's Seahorse
1299,12,Botaurus poiciloptilus,Australasian Bittern
1299,12,Numenius madagascariensis,Eastern Curlew
1299,12,Erythrotriorchis radiatus,Red Goshawk
1299,12,Anthochaera phrygia,Regent Honeyeater
1299,12,Lathamus discolor,Swift Parrot
1299,12,Rhodomyrtus psidioides,Native Guava
1299,12,Davidsonia johnsonii,Smooth Davidsonia
1299,12,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1300,12,Botaurus poiciloptilus,Australasian Bittern
1300,12,Numenius madagascariensis,Eastern Curlew
1300,12,Erythrotriorchis radiatus,Red Goshawk
1300,12,Anthochaera phrygia,Regent Honeyeater
1300,12,Lathamus discolor,Swift Parrot
1300,12,Rhodomyrtus psidioides,Native Guava
1300,12,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1300,12,Dasyurus hallucatus,Northern Quoll
1301,12,Botaurus poiciloptilus,Australasian Bittern
1301,12,Numenius madagascariensis,Eastern Curlew
1301,12,Erythrotriorchis radiatus,Red Goshawk
1301,12,Anthochaera phrygia,Regent Honeyeater
1301,12,Lathamus discolor,Swift Parrot
1301,12,Rhodomyrtus psidioides,Native Guava
1301,12,Phyllodes imperialis smithersi,Pink Underwing Moth
1301,12,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1301,12,Hippocampus white,White's Seahorse
1302,13,Botaurus poiciloptilus,Australasian Bittern
1302,13,Numenius madagascariensis,Eastern Curlew
1302,13,Erythrotriorchis radiatus,Red Goshawk
1302,13,Anthochaera phrygia,Regent Honeyeater
1302,13,Lathamus discolor,Swift Parrot
1302,13,Gossia gonoclada,Angle-stemmed Myrtle
1302,13,Rhodomyrtus psidioides,Native Guava
1302,13,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1302,13,Dasyurus hallucatus,Northern Quoll
1303,13,Botaurus poiciloptilus,Australasian Bittern
1303,13,Numenius madagascariensis,Eastern Curlew
1303,13,Erythrotriorchis radiatus,Red Goshawk
1303,13,Anthochaera phrygia,Regent Honeyeater
1303,13,Lathamus discolor,Swift Parrot
1303,13,Rhodomyrtus psidioides,Native Guava
1303,13,Davidsonia johnsonii,Smooth Davidsonia
1303,13,Phyllodes imperialis smithersi,Pink Underwing Moth
1303,13,"Phascolarctos cinereus (combined populations of Qld, NSW and the A",Koala (combined populations of Queensland
1304,5,Zanda latirostris,Carnaby's Black Cockatoo
1304,5,Numenius madagascariensis,Eastern Curlew
1304,5,Dasyurus geoffroii,Chuditch
1304,5,Pseudocheirus occidentalis,Western Ringtail Possum
1304,5,Chelonia mydas,Green Turtle
1305,5,Zanda latirostris,Carnaby's Black Cockatoo
1305,5,Numenius madagascariensis,Eastern Curlew
1305,5,Leipoa ocellata,Malleefowl
1305,5,Dasyurus geoffroii,Chuditch
1305,5,Chelonia mydas,Green Turtle
1306,5,Zanda latirostris,Carnaby's Black Cockatoo
1306,5,Numenius madagascariensis,Eastern Curlew
1306,5,Leipoa ocellata,Malleefowl
1306,5,Dasyurus geoffroii,Chuditch
1306,5,Pseudocheirus occidentalis,Western Ringtail Possum
1307,5,Zanda latirostris,Carnaby's Black Cockatoo
1307,5,Numenius madagascariensis,Eastern Curlew
1307,5,Leipoa ocellata,Malleefowl
1307,5,Neophoca cinerea,Australian Sea-lion
1307,5,Dasyurus geoffroii,Chuditch
1308,6,Botaurus poiciloptilus,Australasian Bittern
1308,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1308,6,Anthochaera phrygia,Regent Honeyeater
1308,6,Lathamus discolor,Swift Parrot
1308,6,Litoria raniformis,Growling Grass Frog
1308,6,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1309,6,Botaurus poiciloptilus,Australasian Bittern
1309,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1309,6,Anthochaera phrygia,Regent Honeyeater
1309,6,Lathamus discolor,Swift Parrot
1309,6,Litoria raniformis,Growling Grass Frog
1309,6,Pseudomys novaehollandiae,New Holland Mouse
1310,6,Botaurus poiciloptilus,Australasian Bittern
1310,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1310,6,Anthochaera phrygia,Regent Honeyeater
1310,6,Lathamus discolor,Swift Parrot
1310,6,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1310,6,Chelonia mydas,Green Turtle
1311,6,Botaurus poiciloptilus,Australasian Bittern
1311,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1311,6,Anthochaera phrygia,Regent Honeyeater
1311,6,Lathamus discolor,Swift Parrot
1311,6,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1311,6,Pseudomys novaehollandiae,New Holland Mouse
1312,6,Botaurus poiciloptilus,Australasian Bittern
1312,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1312,6,Lathamus discolor,Swift Parrot
1312,6,Astacopsis gouldi,Giant Freshwater Crayfish
1312,6,Litoria raniformis,Growling Grass Frog
1312,6,Dasyurus viverrinus,Eastern Quoll
1313,6,Botaurus poiciloptilus,Australasian Bittern
1313,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1313,6,Lathamus discolor,Swift Parrot
1313,6,Litoria raniformis,Growling Grass Frog
1313,6,Dasyurus viverrinus,Eastern Quoll
1313,6,Ammoniropa vigens,Ammonite Pinwheel Snail
1314,5,Botaurus poiciloptilus,Australasian Bittern
1314,5,Numenius madagascariensis,Eastern Curlew
1314,5,Neophema chrysogaster,Orange-bellied Parrot
1314,5,Litoria raniformis,Growling Grass Frog
1314,5,Craterocephalus fluviatilis,Murray Hardyhead
1315,5,Numenius madagascariensis,Eastern Curlew
1315,5,Dasyurus hallucatus,Northern Quoll
1315,5,Pteropus conspicillatus,Spectacled Flying-fox
1315,5,Chelonia mydas,Green Turtle
1315,5,Lepidochelys olivacea,Olive Ridley Turtle
1316,6,Botaurus poiciloptilus,Australasian Bittern
1316,6,Leipoa ocellata,Malleefowl
1316,6,Pedionomus torquatus,Plains-wanderer
1316,6,Anthochaera phrygia,Regent Honeyeater
1316,6,Litoria raniformis,Growling Grass Frog
1316,6,Craterocephalus fluviatilis,Murray Hardyhead
1317,6,Botaurus poiciloptilus,Australasian Bittern
1317,6,Leipoa ocellata,Malleefowl
1317,6,Pedionomus torquatus,Plains-wanderer
1317,6,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
1317,6,Lathamus discolor,Swift Parrot
1317,6,Litoria raniformis,Growling Grass Frog
1318,6,Botaurus poiciloptilus,Australasian Bittern
1318,6,Leipoa ocellata,Malleefowl
1318,6,Pedionomus torquatus,Plains-wanderer
1318,6,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
1318,6,Lathamus discolor,Swift Parrot
1318,6,Paralucia pyrodiscus lucida,Eltham Copper Butterfly
1319,6,Botaurus poiciloptilus,Australasian Bittern
1319,6,Leipoa ocellata,Malleefowl
1319,6,Pedionomus torquatus,Plains-wanderer
1319,6,Lathamus discolor,Swift Parrot
1319,6,Litoria raniformis,Growling Grass Frog
1319,6,Lachnagrostis adamsonii,Adamson's Blown-grass
1320,6,Botaurus poiciloptilus,Australasian Bittern
1320,6,Leipoa ocellata,Malleefowl
1320,6,Pedionomus torquatus,Plains-wanderer
1320,6,Lathamus discolor,Swift Parrot
1320,6,Litoria raniformis,Growling Grass Frog
1320,6,Paralucia pyrodiscus lucida,Eltham Copper Butterfly
1321,6,Botaurus poiciloptilus,Australasian Bittern
1321,6,Manorina melanotis,Black-eared Miner
1321,6,Leipoa ocellata,Malleefowl
1321,6,Litoria raniformis,Growling Grass Frog
1321,6,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1321,6,Craterocephalus fluviatilis,Murray
1322,6,Botaurus poiciloptilus,Australasian Bittern
1322,6,Neophema chrysogaster,Orange-bellied Parrot
1322,6,Anthochaera phrygia,Regent Honeyeater
1322,6,Lathamus discolor,Swift Parrot
1322,6,Litoria raniformis,Growling Grass Frog
1322,6,Pseudomys novaehollandiae,New Holland Mouse
1323,5,Anthochaera phrygia,Regent Honeyeater
1323,5,Lathamus discolor,Swift Parrot
1323,5,Petrogale penicillata,Brush-tailed Rock-wallaby
1323,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1323,5,Wollemia nobilis,Wollemi Pine
1324,5,Anthochaera phrygia,Regent Honeyeater
1324,5,Lathamus discolor,Swift Parrot
1324,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1324,5,Pseudomys novaehollandiae,New Holland Mouse
1324,5,Wollemia nobilis,Wollemi Pine
1325,5,Botaurus poiciloptilus,Australasian Bittern
1325,5,Zanda latirostris,Carnaby's Black Cockatoo
1325,5,Numenius madagascariensis,Eastern Curlew
1325,5,Dasyurus geoffroii,Chuditch
1325,5,Pseudocheirus occidentalis,Western Ringtail Possum
1326,5,Botaurus poiciloptilus,Australasian Bittern
1326,5,Zanda latirostris,Carnaby's Black Cockatoo
1326,5,Numenius madagascariensis,Eastern Curlew
1326,5,Leipoa ocellata,Malleefowl
1326,5,Neophoca cinerea,Australian Sea-lion
1327,5,Numenius madagascariensis,Eastern Curlew
1327,5,Polytelis alexandrae,Princess Parrot
1327,5,Macrotis lagotis,Greater Bilby
1327,5,Chelonia mydas,Green Turtle
1327,5,Aipysurus apraefrontalis,Short-nosed Seasnake
1328,5,Numenius madagascariensis,Eastern Curlew
1328,5,Polytelis alexandrae,Princess Parrot
1328,5,Macrotis lagotis,Greater Bilby
1328,5,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
1328,5,Pristis pristis,Freshwater Sawfish
1329,5,Numenius madagascariensis,Eastern Curlew
1329,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1329,5,Acanthiza pusilla magnirostris,King Island Brown Thornbill
1329,5,Acanthornis magna greeniana,King Island Scrubtit
1329,5,Neophema chrysogaster,Orange-bellied Parrot
1330,5,Numenius madagascariensis,Eastern Curlew
1330,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1330,5,Acanthiza pusilla magnirostris,King Island Brown Thornbill
1330,5,Neophema chrysogaster,Orange-bellied Parrot
1330,5,Litoria raniformis,Growling Grass Frog
1331,5,Numenius madagascariensis,Eastern Curlew
1331,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1331,5,Anthochaera phrygia,Regent Honeyeater
1331,5,Lathamus discolor,Swift Parrot
1331,5,Chelonia mydas,Green Turtle
1332,5,Numenius madagascariensis,Eastern Curlew
1332,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1332,5,Lathamus discolor,Swift Parrot
1332,5,Dasyurus viverrinus,Eastern Quoll
1332,5,Thymichthys politus,Red Handfish
1333,5,Numenius madagascariensis,Eastern Curlew
1333,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1333,5,Lathamus discolor,Swift Parrot
1333,5,Litoria raniformis,Growling Grass Frog
1333,5,Pseudomys novaehollandiae,New Holland Mouse
1334,5,Numenius madagascariensis,Eastern Curlew
1334,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1334,5,Leipoa ocellata,Malleefowl
1334,5,Neophoca cinerea,Australian Sea-lion
1334,5,Prasophyllum laxum,Lax Leek Orchid
1335,5,Numenius madagascariensis,Eastern Curlew
1335,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1335,5,Leipoa ocellata,Malleefowl
1335,5,Pedionomus torquatus,Plains-wanderer
1335,5,Neophoca cinerea,Australian Sea-lion
1336,6,Botaurus poiciloptilus,Australasian Bittern
1336,6,Numenius madagascariensis,Eastern Curlew
1336,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1336,6,Leipoa ocellata,Malleefowl
1336,6,Neophema chrysogaster,Orange-bellied Parrot
1336,6,Litoria raniformis,Growling Grass Frog
1337,6,Botaurus poiciloptilus,Australasian Bittern
1337,6,Numenius madagascariensis,Eastern Curlew
1337,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1337,6,Leipoa ocellata,Malleefowl
1337,6,Neophema chrysogaster,Orange-bellied Parrot
1337,6,Neophoca cinerea,Australian Sea-lion
1338,5,Botaurus poiciloptilus,Australasian Bittern
1338,5,Numenius madagascariensis,Eastern Curlew
1338,5,Pedionomus torquatus,Plains-wanderer
1338,5,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
1338,5,Litoria raniformis,Growling Grass Frog
1339,5,Botaurus poiciloptilus,Australasian Bittern
1339,5,Numenius madagascariensis,Eastern Curlew
1339,5,Pedionomus torquatus,Plains-wanderer
1339,5,Litoria raniformis,Growling Grass Frog
1339,5,Craterocephalus fluviatilis,Murray Hardyhead
1340,5,Botaurus poiciloptilus,Australasian Bittern
1340,5,Numenius madagascariensis,Eastern Curlew
1340,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1340,5,Lathamus discolor,Swift Parrot
1340,5,Dasyurus viverrinus,Eastern Quoll
1341,5,Botaurus poiciloptilus,Australasian Bittern
1341,5,Numenius madagascariensis,Eastern Curlew
1341,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1341,5,Lathamus discolor,Swift Parrot
1341,5,Litoria raniformis,Growling Grass Frog
1342,5,Botaurus poiciloptilus,Australasian Bittern
1342,5,Numenius madagascariensis,Eastern Curlew
1342,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1342,5,Lathamus discolor,Swift Parrot
1342,5,Pseudomys novaehollandiae,New Holland Mouse
1343,5,Botaurus poiciloptilus,Australasian Bittern
1343,5,Numenius madagascariensis,Eastern Curlew
1343,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1343,5,Leipoa ocellata,Malleefowl
1343,5,Neophema chrysogaster,Orange-bellied Parrot
1344,5,Erythrotriorchis radiatus,Red Goshawk
1344,5,Lathamus discolor,Swift Parrot
1344,5,Rhodomyrtus psidioides,Native Guava
1344,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1344,5,Dasyurus hallucatus,Northern Quoll
1345,5,Erythrotriorchis radiatus,Red Goshawk
1345,5,Lathamus discolor,Swift Parrot
1345,5,Rhodomyrtus psidioides,Native Guava
1345,5,Philoria kundagungan,Mountain Frog
1345,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1346,5,Erythrotriorchis radiatus,Red Goshawk
1346,5,Lathamus discolor,Swift Parrot
1346,5,Rhodomyrtus psidioides,Native Guava
1346,5,Phyllodes imperialis smithersi,Pink Underwing Moth
1346,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1347,5,Erythrotriorchis radiatus,Red Goshawk
1347,5,Macadamia jansenii,Bulberin Nut
1347,5,Taudactylus pleione,Kroombit Tinker Frog
1347,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1347,5,Dasyurus hallucatus,Northern Quoll
1348,5,Anthochaera phrygia,Regent Honeyeater
1348,5,Lathamus discolor,Swift Parrot
1348,5,Philoria kundagungan,Mountain Frog
1348,5,Petrogale penicillata,Brush-tailed Rock-wallaby
1348,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1349,5,Anthochaera phrygia,Regent Honeyeater
1349,5,Lathamus discolor,Swift Parrot
1349,5,Philoria kundagungan,Mountain Frog
1349,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1349,5,Pseudomys novaehollandiae,New Holland Mouse
1350,5,Anthochaera phrygia,Regent Honeyeater
1350,5,Lathamus discolor,Swift Parrot
1350,5,Phyllodes imperialis smithersi,Pink Underwing Moth
1350,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1350,5,Pseudomys novaehollandiae,New Holland Mouse
1351,5,Anthochaera phrygia,Regent Honeyeater
1351,5,Lathamus discolor,Swift Parrot
1351,5,Rhodomyrtus psidioides,Native Guava
1351,5,Petrogale penicillata,Brush-tailed Rock-wallaby
1351,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1352,5,Botaurus poiciloptilus,Australasian Bittern
1352,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1352,5,Anthochaera phrygia,Regent Honeyeater
1352,5,Lathamus discolor,Swift Parrot
1352,5,Litoria raniformis,Growling Grass Frog
1353,5,Botaurus poiciloptilus,Australasian Bittern
1353,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1353,5,Anthochaera phrygia,Regent Honeyeater
1353,5,Lathamus discolor,Swift Parrot
1353,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1354,5,Botaurus poiciloptilus,Australasian Bittern
1354,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1354,5,Lathamus discolor,Swift Parrot
1354,5,Astacopsis gouldi,Giant Freshwater Crayfish
1354,5,Litoria raniformis,Growling Grass Frog
1355,5,Botaurus poiciloptilus,Australasian Bittern
1355,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1355,5,Lathamus discolor,Swift Parrot
1355,5,Dasyurus viverrinus,Eastern Quoll
1355,5,Thymichthys politus,Red Handfish
1356,5,Botaurus poiciloptilus,Australasian Bittern
1356,5,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1356,5,Lathamus discolor,Swift Parrot
1356,5,Litoria raniformis,Growling Grass Frog
1356,5,Chelonia mydas,Green Turtle
1357,5,Numenius madagascariensis,Eastern Curlew
1357,5,Erythrotriorchis radiatus,Red Goshawk
1357,5,Amytornis woodwardi,White-throated Grasswren
1357,5,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
1357,5,Dasyurus hallucatus,Northern Quoll
1358,6,Botaurus poiciloptilus,Australasian Bittern
1358,6,Numenius madagascariensis,Eastern Curlew
1358,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1358,6,Leipoa ocellata,Malleefowl
1358,6,Neophema chrysogaster,Orange-bellied Parrot
1358,6,Spyridium fontis-woodii,Woods Well Spyridium
1359,6,Botaurus poiciloptilus,Australasian Bittern
1359,6,Numenius madagascariensis,Eastern Curlew
1359,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1359,6,Leipoa ocellata,Malleefowl
1359,6,Pedionomus torquatus,Plains-wanderer
1359,6,Neophoca cinerea,Australian Sea-lion
1360,6,Botaurus poiciloptilus,Australasian Bittern
1360,6,Numenius madagascariensis,Eastern Curlew
1360,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1360,6,Neophema chrysogaster,Orange-bellied Parrot
1360,6,Anthochaera phrygia,Regent Honeyeater
1360,6,Lathamus discolor,Swift Parrot
1361,6,Botaurus poiciloptilus,Australasian Bittern
1361,6,Numenius madagascariensis,Eastern Curlew
1361,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1361,6,Neophema chrysogaster,Orange-bellied Parrot
1361,6,Anthochaera phrygia,Regent Honeyeater
1361,6,Litoria raniformis,Growling Grass Frog
1362,6,Botaurus poiciloptilus,Australasian Bittern
1362,6,Numenius madagascariensis,Eastern Curlew
1362,6,Thinornis cucullatus cucullatus,Eastern Hooded Plover
1362,6,Neophema chrysogaster,Orange-bellied Parrot
1362,6,Lathamus discolor,Swift Parrot
1362,6,Litoria raniformis,Growling Grass Frog
1363,5,Botaurus poiciloptilus,Australasian Bittern
1363,5,Leipoa ocellata,Malleefowl
1363,5,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
1363,5,Spyridium furculentum,Forked Spyridium
1363,5,Litoria raniformis,Growling Grass Frog
1364,5,Botaurus poiciloptilus,Australasian Bittern
1364,5,Leipoa ocellata,Malleefowl
1364,5,Lathamus discolor,Swift Parrot
1364,5,Litoria raniformis,Growling Grass Frog
1364,5,Lachnagrostis adamsonii,Adamson's Blown-grass
1365,5,Botaurus poiciloptilus,Australasian Bittern
1365,5,Leipoa ocellata,Malleefowl
1365,5,Lathamus discolor,Swift Parrot
1365,5,Litoria raniformis,Growling Grass Frog
1365,5,Petrogale penicillata,Brush-tailed Rock-wallaby
1366,5,Botaurus poiciloptilus,Australasian Bittern
1366,5,Leipoa ocellata,Malleefowl
1366,5,Litoria raniformis,Growling Grass Frog
1366,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1366,5,Craterocephalus fluviatilis,Murray Hardyhead
1367,5,Botaurus poiciloptilus,Australasian Bittern
1367,5,Leipoa ocellata,Malleefowl
1367,5,Neophema chrysogaster,Orange-bellied Parrot
1367,5,Litoria raniformis,Growling Grass Frog
1367,5,Craterocephalus fluviatilis,Murray Hardyhead
1368,5,Botaurus poiciloptilus,Australasian Bittern
1368,5,Leipoa ocellata,Malleefowl
1368,5,Neophema chrysogaster,Orange-bellied Parrot
1368,5,Litoria raniformis,Growling Grass Frog
1368,5,Miniopterus orianae bassanii,Southern Bent-wing Bat
1369,5,Botaurus poiciloptilus,Australasian Bittern
1369,5,Leipoa ocellata,Malleefowl
1369,5,Pedionomus torquatus,Plains-wanderer
1369,5,Anthochaera phrygia,Regent Honeyeater
1369,5,Lathamus discolor,Swift Parrot
1370,5,Botaurus poiciloptilus,Australasian Bittern
1370,5,Leipoa ocellata,Malleefowl
1370,5,Pedionomus torquatus,Plains-wanderer
1370,5,Anthochaera phrygia,Regent Honeyeater
1370,5,Litoria raniformis,Growling Grass Frog
1371,5,Erythrotriorchis radiatus,Red Goshawk
1371,5,Petrogale penicillata,Brush-tailed Rock-wallaby
1371,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1371,5,Dasyurus hallucatus,Northern Quoll
1371,5,Delma torquata,Adorned Delma
1372,5,Erythrotriorchis radiatus,Red Goshawk
1372,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1372,5,Dasyurus hallucatus,Northern Quoll
1372,5,Chelonia mydas,Green Turtle
1372,5,Lepidochelys olivacea,Olive Ridley Turtle
1373,6,Anthochaera phrygia,Regent Honeyeater
1373,6,Lathamus discolor,Swift Parrot
1373,6,Petrogale penicillata,Brush-tailed Rock-wallaby
1373,6,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1373,6,Pseudomys novaehollandiae,New Holland Mouse
1373,6,Wollemia nobilis,Wollemi Pine
1374,6,Anthochaera phrygia,Regent Honeyeater
1374,6,Lathamus discolor,Swift Parrot
1374,6,Philoria kundagungan,Mountain Frog
1374,6,Petrogale penicillata,Brush-tailed Rock-wallaby
1374,6,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1374,6,Pseudomys novaehollandiae,New Holland Mouse
1375,6,Anthochaera phrygia,Regent Honeyeater
1375,6,Lathamus discolor,Swift Parrot
1375,6,Rhodomyrtus psidioides,Native Guava
1375,6,Petrogale penicillata,Brush-tailed Rock-wallaby
1375,6,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1375,6,Pseudomys novaehollandiae,New Holland Mouse
1376,6,Anthochaera phrygia,Regent Honeyeater
1376,6,Lathamus discolor,Swift Parrot
1376,6,Rhodomyrtus psidioides,Native Guava
1376,6,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1376,6,Pseudomys novaehollandiae,New Holland Mouse
1376,6,Wollumbinia georgesi,Georges' Snapping Turtle
1377,6,Anthochaera phrygia,Regent Honeyeater
1377,6,Lathamus discolor,Swift Parrot
1377,6,Rhodomyrtus psidioides,Native Guava
1377,6,Phyllodes imperialis smithersi,Pink Underwing Moth
1377,6,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1377,6,Pseudomys novaehollandiae,New Holland Mouse
1378,5,Numenius madagascariensis,Eastern Curlew
1378,5,Erythrotriorchis radiatus,Red Goshawk
1378,5,Anthochaera phrygia,Regent Honeyeater
1378,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
1378,5,Dasyurus hallucatus,Northern Quoll
1379,5,Numenius madagascariensis,Eastern Curlew
1379,5,Erythrotriorchis radiatus,Red Goshawk
1379,5,Chelonia mydas,Green Turtle
1379,5,Lepidochelys olivacea,Olive Ridley Turtle
1379,5,Aipysurus apraefrontalis,Short-nosed Seasnake
1380,5,Numenius madagascariensis,Eastern Curlew
1380,5,Erythrotriorchis radiatus,Red Goshawk
1380,5,Chelonia mydas,Green Turtle
1380,5,Lepidochelys olivacea,Olive Ridley Turtle
1380,5,Pristis pristis,Freshwater Sawfish
1381,5,Numenius madagascariensis,Eastern Curlew
1381,5,Erythrotriorchis radiatus,Red Goshawk
1381,5,Dasyurus hallucatus,Northern Quoll
1381,5,Chelonia mydas,Green Turtle
1381,5,Lepidochelys olivacea,Olive Ridley Turtle
1382,6,Botaurus poiciloptilus,Australasian Bittern
1382,6,Neophema chrysogaster,Orange-bellied Parrot
1382,6,Anthochaera phrygia,Regent Honeyeater
1382,6,Lathamus discolor,Swift Parrot
