FID,COUNT,LISTED_TAX,SCIENTIFIC,COMMON_NAM,Shape__Area,Shape__Length
158,2,906,Pedionomus torquatus,Plains-wanderer,1045765670.98828,356138.322016486
158,2,744,Lathamus discolor,Swift Parrot,1045765670.98828,356138.322016486
159,2,934,Leipoa ocellata,Malleefowl,97684272587.0273,4543214.0913668
159,2,59350,Pezoporus occidentalis,Night Parrot,97684272587.0273,4543214.0913668
160,2,934,Leipoa ocellata,Malleefowl,27297388269.6641,4444006.83243097
160,2,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",27297388269.6641,4444006.83243097
161,2,934,Leipoa ocellata,Malleefowl,128046016438.086,9470455.9350094
161,2,758,Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",128046016438.086,9470455.9350094
162,2,934,Leipoa ocellata,Malleefowl,751469364.140625,147837.321386778
162,2,86264,Prasophyllum laxum,Lax Leek Orchid,751469364.140625,147837.321386778
163,2,934,Leipoa ocellata,Malleefowl,1908180429.90234,422483.40139491
163,2,1270,Tiliqua adelaidensis,"Pygmy Blue-tongue Lizard, Adelaide Blue-tongue Lizard",1908180429.90234,422483.40139491
164,2,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",301087416.164063,174980.27216096
164,2,56791,Craterocephalus fluviatilis,Murray Hardyhead,301087416.164063,174980.27216096
165,2,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",158535518.46875,76112.876700599
165,2,87645,Miniopterus orianae bassanii,Southern Bent-wing Bat,158535518.46875,76112.876700599
166,2,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",449203580.628906,243567.49310183
166,2,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",449203580.628906,243567.49310183
167,2,282,Macrotis lagotis,Greater Bilby,194755177.5625,125640.367443896
167,2,1765,Chelonia mydas,Green Turtle,194755177.5625,125640.367443896
168,2,282,Macrotis lagotis,Greater Bilby,53888709121.6152,2121664.0299282
168,2,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",53888709121.6152,2121664.0299282
169,2,282,Macrotis lagotis,Greater Bilby,47466026259.9688,3116550.52807789
169,2,83160,Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji",47466026259.9688,3116550.52807789
170,2,282,Macrotis lagotis,Greater Bilby,1693743537.89844,376517.516241931
170,2,60756,Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",1693743537.89844,376517.516241931
171,2,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",7310098894.72852,1624628.72356861
171,2,1765,Chelonia mydas,Green Turtle,7310098894.72852,1624628.72356861
172,2,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",4171643994.86328,1500538.02146173
172,2,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",4171643994.86328,1500538.02146173
173,2,758,Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",128978956.716797,45436.6518469835
173,2,1765,Chelonia mydas,Green Turtle,128978956.716797,45436.6518469835
174,2,758,Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",135244243.128906,80960.324606691
174,2,942,Erythrotriorchis radiatus,Red Goshawk,135244243.128906,80960.324606691
175,2,758,Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",99661238142.3984,5029351.79627228
175,2,83160,Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji",99661238142.3984,5029351.79627228
176,2,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",17144912930.9336,3814600.12530877
176,2,747,Neophema chrysogaster,Orange-bellied Parrot,17144912930.9336,3814600.12530877
177,2,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",21220291518.2852,5179998.92444815
177,2,22,Neophoca cinerea,"Australian Sea-lion, Australian Sea Lion",21220291518.2852,5179998.92444815
178,2,758,Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",31436712940.8242,2101566.44375941
178,2,282,Macrotis lagotis,Greater Bilby,31436712940.8242,2101566.44375941
179,2,758,Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",3317884909.98438,813094.586675978
179,2,11843,Macrozamia macdonnellii,MacDonnell Ranges Cycad,3317884909.98438,813094.586675978
180,2,758,Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",5067024365.23828,968124.041113845
180,2,68,Zyzomys pedunculatus,"Central Rock-rat, Antina",5067024365.23828,968124.041113845
181,2,720,Psephotus chrysopterygius,"Golden-shouldered Parrot, Alwal, Thaku, Arrmorral, Minpin",19774962259.6035,1385007.08158157
181,2,942,Erythrotriorchis radiatus,Red Goshawk,19774962259.6035,1385007.08158157
182,2,1915,Pseudophryne corroboree,Southern Corroboree Frog,191674341.195313,88505.2397244102
182,2,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",191674341.195313,88505.2397244102
183,2,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",1139271597.91406,270974.672664763
183,2,82338,Anthochaera phrygia,Regent Honeyeater,1139271597.91406,270974.672664763
184,2,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",196264047.820313,64571.8392521007
184,2,1765,Chelonia mydas,Green Turtle,196264047.820313,64571.8392521007
185,2,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",2872609540.05469,700798.624573741
185,2,744,Lathamus discolor,Swift Parrot,2872609540.05469,700798.624573741
186,3,1001,Botaurus poiciloptilus,Australasian Bittern,2795374763.26563,925620.255878396
186,3,744,Lathamus discolor,Swift Parrot,2795374763.26563,925620.255878396
186,3,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",2795374763.26563,925620.255878396
187,3,1001,Botaurus poiciloptilus,Australasian Bittern,982627099.09375,217145.347507643
187,3,744,Lathamus discolor,Swift Parrot,982627099.09375,217145.347507643
187,3,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",982627099.09375,217145.347507643
188,3,1001,Botaurus poiciloptilus,Australasian Bittern,894819432.40625,303162.410385727
188,3,934,Leipoa ocellata,Malleefowl,894819432.40625,303162.410385727
188,3,82338,Anthochaera phrygia,Regent Honeyeater,894819432.40625,303162.410385727
189,3,1001,Botaurus poiciloptilus,Australasian Bittern,38778496.3125,25066.0759317652
189,3,934,Leipoa ocellata,Malleefowl,38778496.3125,25066.0759317652
189,3,25982,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo,38778496.3125,25066.0759317652
190,3,1001,Botaurus poiciloptilus,Australasian Bittern,264273199.859375,161751.960828034
190,3,934,Leipoa ocellata,Malleefowl,264273199.859375,161751.960828034
190,3,744,Lathamus discolor,Swift Parrot,264273199.859375,161751.960828034
191,3,1001,Botaurus poiciloptilus,Australasian Bittern,2216954915.04297,463432.114882358
191,3,934,Leipoa ocellata,Malleefowl,2216954915.04297,463432.114882358
191,3,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",2216954915.04297,463432.114882358
192,3,1001,Botaurus poiciloptilus,Australasian Bittern,1898501225.43359,434045.352026274
192,3,934,Leipoa ocellata,Malleefowl,1898501225.43359,434045.352026274
192,3,87645,Miniopterus orianae bassanii,Southern Bent-wing Bat,1898501225.43359,434045.352026274
193,3,1001,Botaurus poiciloptilus,Australasian Bittern,1450094317,502235.238505785
193,3,934,Leipoa ocellata,Malleefowl,1450094317,502235.238505785
193,3,747,Neophema chrysogaster,Orange-bellied Parrot,1450094317,502235.238505785
194,3,1001,Botaurus poiciloptilus,Australasian Bittern,2282651958.95313,682013.122559504
194,3,934,Leipoa ocellata,Malleefowl,2282651958.95313,682013.122559504
194,3,906,Pedionomus torquatus,Plains-wanderer,2282651958.95313,682013.122559504
195,3,1001,Botaurus poiciloptilus,Australasian Bittern,1663684487.53125,557895.464326854
195,3,934,Leipoa ocellata,Malleefowl,1663684487.53125,557895.464326854
195,3,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",1663684487.53125,557895.464326854
196,3,1001,Botaurus poiciloptilus,Australasian Bittern,75205378.3515625,35775.5249434417
196,3,934,Leipoa ocellata,Malleefowl,75205378.3515625,35775.5249434417
196,3,1270,Tiliqua adelaidensis,"Pygmy Blue-tongue Lizard, Adelaide Blue-tongue Lizard",75205378.3515625,35775.5249434417
197,3,1001,Botaurus poiciloptilus,Australasian Bittern,714596931.835938,307842.082197905
197,3,847,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",714596931.835938,307842.082197905
197,3,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",714596931.835938,307842.082197905
198,3,1001,Botaurus poiciloptilus,Australasian Bittern,1757810271.71484,508888.058171045
198,3,906,Pedionomus torquatus,Plains-wanderer,1757810271.71484,508888.058171045
198,3,82338,Anthochaera phrygia,Regent Honeyeater,1757810271.71484,508888.058171045
199,3,1001,Botaurus poiciloptilus,Australasian Bittern,38477255.6953125,24957.8322812189
199,3,906,Pedionomus torquatus,Plains-wanderer,38477255.6953125,24957.8322812189
199,3,25982,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo,38477255.6953125,24957.8322812189
200,3,1001,Botaurus poiciloptilus,Australasian Bittern,114104145.21875,60760.8654902225
200,3,906,Pedionomus torquatus,Plains-wanderer,114104145.21875,60760.8654902225
200,3,56791,Craterocephalus fluviatilis,Murray Hardyhead,114104145.21875,60760.8654902225
201,2,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",7017945699.64844,2055177.89069423
201,2,934,Leipoa ocellata,Malleefowl,7017945699.64844,2055177.89069423
202,2,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",40971382.0703125,25854.0372558666
202,2,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",40971382.0703125,25854.0372558666
203,2,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",37808127.953125,24717.3971539955
203,2,906,Pedionomus torquatus,Plains-wanderer,37808127.953125,24717.3971539955
204,2,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",928579289.054688,256446.208833778
204,2,96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",928579289.054688,256446.208833778
205,2,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",687568424.0625,254559.783428716
205,2,87597,Tachyglossus aculeatus multiaculeatus,Kangaroo Island Echidna,687568424.0625,254559.783428716
206,2,90381,Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",127269916.578125,67995.3075351756
206,2,83756,Thymichthys politus,Red Handfish,127269916.578125,67995.3075351756
207,2,83091,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,25381002277.0801,3649534.71619534
207,2,331,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",25381002277.0801,3649534.71619534
208,2,83091,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,3017893335.39063,808251.075545649
208,2,60756,Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",3017893335.39063,808251.075545649
209,2,59523,Zanda latirostris,"Carnaby's Black Cockatoo, Short-billed Black-cockatoo",2941641485.24609,754746.759968039
209,2,6476,Acacia volubilis,"Tangled Wattle, Tangle Wattle",2941641485.24609,754746.759968039
210,2,59523,Zanda latirostris,"Carnaby's Black Cockatoo, Short-billed Black-cockatoo",4466317631.61719,1192424.09359821
210,2,1765,Chelonia mydas,Green Turtle,4466317631.61719,1192424.09359821
211,2,59523,Zanda latirostris,"Carnaby's Black Cockatoo, Short-billed Black-cockatoo",17566135169.9688,4906236.80673598
211,2,330,Dasyurus geoffroii,"Chuditch, Western Quoll",17566135169.9688,4906236.80673598
212,2,59523,Zanda latirostris,"Carnaby's Black Cockatoo, Short-billed Black-cockatoo",35745714.8554688,23976.3181022076
212,2,89307,Eremophila subangustifolia,,35745714.8554688,23976.3181022076
213,2,59523,Zanda latirostris,"Carnaby's Black Cockatoo, Short-billed Black-cockatoo",142840163.230469,73590.1026806535
213,2,56712,Eucalyptus leprophloia,"Scaly Butt Mallee, Scaly-butt Mallee",142840163.230469,73590.1026806535
214,2,59523,Zanda latirostris,"Carnaby's Black Cockatoo, Short-billed Black-cockatoo",150700440458.508,17181661.7334409
214,2,934,Leipoa ocellata,Malleefowl,150700440458.508,17181661.7334409
215,2,59523,Zanda latirostris,"Carnaby's Black Cockatoo, Short-billed Black-cockatoo",36783936.5429688,24349.3783488251
215,2,294,Myrmecobius fasciatus,Numbat,36783936.5429688,24349.3783488251
216,3,82338,Anthochaera phrygia,Regent Honeyeater,35550922.8125,23906.3242040902
216,3,16385,Pimelea venosa,"Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",35550922.8125,23906.3242040902
216,3,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",,35550922.8125,23906.3242040902
217,3,82338,Anthochaera phrygia,Regent Honeyeater,153344268.40625,63582.7811298057
217,3,1915,Pseudophryne corroboree,Southern Corroboree Frog,153344268.40625,63582.7811298057
217,3,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",153344268.40625,63582.7811298057
218,3,1001,Botaurus poiciloptilus,Australasian Bittern,5476564794.20313,1489635.49895542
218,3,82338,Anthochaera phrygia,Regent Honeyeater,5476564794.20313,1489635.49895542
218,3,744,Lathamus discolor,Swift Parrot,5476564794.20313,1489635.49895542
219,3,1001,Botaurus poiciloptilus,Australasian Bittern,118117584.101563,61697.4623014129
219,3,82338,Anthochaera phrygia,Regent Honeyeater,118117584.101563,61697.4623014129
219,3,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",118117584.101563,61697.4623014129
220,3,1001,Botaurus poiciloptilus,Australasian Bittern,773448678.660156,350166.007306453
220,3,82338,Anthochaera phrygia,Regent Honeyeater,773448678.660156,350166.007306453
220,3,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",773448678.660156,350166.007306453
221,3,1001,Botaurus poiciloptilus,Australasian Bittern,77582501.7421875,39009.3707808434
221,3,25982,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo,77582501.7421875,39009.3707808434
221,3,744,Lathamus discolor,Swift Parrot,77582501.7421875,39009.3707808434
222,3,1001,Botaurus poiciloptilus,Australasian Bittern,232391385.085938,83500.5856558599
222,3,25982,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo,232391385.085938,83500.5856558599
222,3,1828,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",232391385.085938,83500.5856558599
223,3,1001,Botaurus poiciloptilus,Australasian Bittern,1171346140.57813,335259.941514727
223,3,25982,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo,1171346140.57813,335259.941514727
223,3,87645,Miniopterus orianae bassanii,Southern Bent-wing Bat,1171346140.57813,335259.941514727
224,3,1001,Botaurus poiciloptilus,Australasian Bittern,41348387.171875,25989.5050835974
224,3,744,Lathamus discolor,Swift Parrot,41348387.171875,25989.5050835974
224,3,64415,Astacopsis gouldi,"Giant Freshwater Crayfish, Tasmanian Giant Freshwater Lobster",41348387.171875,25989.5050835974
225,3,1001,Botaurus poiciloptilus,Australasian Bittern,205823820.945313,77763.8033073102
225,3,744,Lathamus discolor,Swift Parrot,205823820.945313,77763.8033073102
225,3,333,Dasyurus viverrinus,"Eastern Quoll, Luaner",205823820.945313,77763.8033073102
226,3,1001,Botaurus poiciloptilus,Australasian Bittern,39300871.6328125,25253.7790653558
226,3,744,Lathamus discolor,Swift Parrot,39300871.6328125,25253.7790653558
226,3,273,Gymnobelideus leadbeateri,Leadbeater's Possum,39300871.6328125,25253.7790653558
227,2,59350,Pezoporus occidentalis,Night Parrot,16360640788.5469,1525126.60388618
227,2,906,Pedionomus torquatus,Plains-wanderer,16360640788.5469,1525126.60388618
228,2,59350,Pezoporus occidentalis,Night Parrot,87345917537.6445,4280194.31653243
228,2,758,Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",87345917537.6445,4280194.31653243
229,2,85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",768836153.421875,210618.650855543
